Unnamed: 0,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,team_opp,total_opp,home_opp,season,date,won,2p,2pa,2p%,2p_opp,2pa_opp,2p%_opp,diff_fg,diff_fga,diff_fg%,diff_3p,diff_3pa,diff_3p%,diff_2p,diff_2pa,diff_2p%,diff_ft,diff_fta,diff_ft%,diff_orb,diff_drb,diff_trb,diff_ast,diff_stl,diff_blk,diff_tov,diff_pf,diff_pts
8653,240.0,240.0,41.0,86.0,47.7,10.0,36.0,27.800000000000004,14.0,22.0,63.6,12.0,32.0,44.0,24.0,9.0,7.0,11.0,18.0,106.0,,0.554,0.535,0.419,0.256,26.7,80.0,51.8,58.5,9.8,15.2,10.3,100.0,115.5,110.0,LAL,106,1,0,240.0,240.0,37.0,79.0,46.8,11.0,33.0,33.300000000000004,16.0,19.0,84.2,8.0,33.0,41.0,17.0,11.0,6.0,13.0,22.0,101.0,,0.578,0.538,0.418,0.241,20.0,73.3,48.2,45.9,12.0,12.0,13.0,100.0,110.0,115.5,UTA,101,0,2022,2022-02-16,True,31.0,50.0,62.0,26.0,46.0,56.52173913043478,4.0,7.0,0.8999999999999952,-1.0,3.0,-5.499999999999999,5.0,4.0,5.478260869565221,-2.0,3.0,-20.59999999999999,4.0,-1.0,3.0,7.0,-2.0,1.0,-2.0,-4.0,5.0
8652,240.0,240.0,37.0,79.0,46.8,11.0,33.0,33.300000000000004,16.0,19.0,84.2,8.0,33.0,41.0,17.0,11.0,6.0,13.0,22.0,101.0,,0.578,0.538,0.418,0.241,20.0,73.3,48.2,45.9,12.0,12.0,13.0,100.0,110.0,115.5,UTA,101,0,1,240.0,240.0,41.0,86.0,47.7,10.0,36.0,27.800000000000004,14.0,22.0,63.6,12.0,32.0,44.0,24.0,9.0,7.0,11.0,18.0,106.0,,0.554,0.535,0.419,0.256,26.7,80.0,51.8,58.5,9.8,15.2,10.3,100.0,115.5,110.0,LAL,106,1,2022,2022-02-16,False,26.0,46.0,56.52173913043478,31.0,50.0,62.0,-4.0,-7.0,-0.8999999999999952,1.0,-3.0,5.499999999999999,-5.0,-4.0,-5.478260869565221,2.0,-3.0,20.59999999999999,-4.0,1.0,-3.0,-7.0,2.0,-1.0,2.0,4.0,-5.0
10022,240.0,240.0,43.0,98.0,43.9,11.0,34.0,32.4,14.0,23.0,60.9,16.0,35.0,51.0,21.0,5.0,1.0,9.0,16.0,111.0,,0.513,0.495,0.347,0.235,32.0,77.8,53.7,48.8,5.3,2.4,7.7,100.0,118.6,113.3,BRK,111,0,1,240.0,240.0,37.0,85.0,43.5,16.0,43.0,37.2,16.0,18.0,88.9,10.0,34.0,44.0,22.0,7.0,9.0,9.0,17.0,106.0,,0.57,0.529,0.506,0.212,22.2,68.0,46.3,59.5,7.5,14.1,8.8,100.0,113.3,118.6,NYK,106,1,2022,2022-02-16,True,32.0,64.0,50.0,21.0,42.0,50.0,6.0,13.0,0.4000000000000003,-5.0,-9.0,-4.799999999999999,11.0,22.0,0.0,-2.0,5.0,-28.000000000000004,6.0,1.0,7.0,-1.0,-2.0,-8.0,0.0,-1.0,5.0
10023,240.0,240.0,37.0,85.0,43.5,16.0,43.0,37.2,16.0,18.0,88.9,10.0,34.0,44.0,22.0,7.0,9.0,9.0,17.0,106.0,,0.57,0.529,0.506,0.212,22.2,68.0,46.3,59.5,7.5,14.1,8.8,100.0,113.3,118.6,NYK,106,1,0,240.0,240.0,43.0,98.0,43.9,11.0,34.0,32.4,14.0,23.0,60.9,16.0,35.0,51.0,21.0,5.0,1.0,9.0,16.0,111.0,,0.513,0.495,0.347,0.235,32.0,77.8,53.7,48.8,5.3,2.4,7.7,100.0,118.6,113.3,BRK,111,0,2022,2022-02-16,False,21.0,42.0,50.0,32.0,64.0,50.0,-6.0,-13.0,-0.4000000000000003,5.0,9.0,4.799999999999999,-11.0,-22.0,0.0,2.0,-5.0,28.000000000000004,-6.0,-1.0,-7.0,1.0,2.0,8.0,0.0,1.0,-5.0
8593,240.0,240.0,44.0,86.0,51.2,7.0,24.0,29.2,29.0,36.0,80.60000000000001,7.0,35.0,42.0,27.0,10.0,7.0,11.0,20.0,124.0,,0.609,0.552,0.279,0.419,16.3,72.9,46.2,61.4,9.4,13.2,9.7,100.0,116.8,114.0,PHO,124,1,0,240.0,240.0,42.0,97.0,43.3,13.0,44.0,29.5,24.0,28.0,85.7,13.0,36.0,49.0,23.0,5.0,5.0,16.0,27.0,121.0,,0.553,0.5,0.454,0.289,27.1,83.7,53.8,54.8,4.7,8.1,12.8,100.0,114.0,116.8,HOU,121,0,2022,2022-02-16,True,37.0,62.0,59.67741935483871,29.0,53.0,54.71698113207547,2.0,-11.0,7.900000000000001,-6.0,-20.0,-0.3000000000000002,8.0,9.0,4.9604382227632415,5.0,8.0,-5.099999999999993,-6.0,-1.0,-7.0,4.0,5.0,2.0,-5.0,-7.0,3.0
21720,240.0,240.0,40.0,88.0,45.5,8.0,25.0,32.0,15.0,19.0,78.9,9.0,39.0,48.0,21.0,7.0,6.0,13.0,21.0,103.0,,0.534,0.5,0.284,0.216,20.0,86.7,53.3,52.5,7.2,17.1,11.9,100.0,106.1,93.7,TOR,103,0,1,240.0,240.0,30.0,77.0,39.0,10.0,42.0,23.799999999999997,21.0,29.0,72.39999999999999,6.0,36.0,42.0,23.0,6.0,7.0,14.0,18.0,91.0,,0.507,0.455,0.545,0.377,13.3,80.0,46.7,76.7,6.2,11.1,13.5,100.0,93.7,106.1,MIN,91,1,2022,2022-02-16,True,32.0,63.0,50.79365079365079,20.0,35.0,57.14285714285714,10.0,11.0,6.5,-2.0,-17.0,8.200000000000001,12.0,28.0,-6.349206349206349,-6.0,-10.0,6.500000000000005,3.0,3.0,6.0,-2.0,1.0,-1.0,-1.0,3.0,12.0
15635,240.0,240.0,45.0,83.0,54.2,4.0,20.0,20.0,19.0,29.0,65.5,7.0,33.0,40.0,30.0,9.0,6.0,11.0,14.0,113.0,,0.59,0.566,0.241,0.349,17.9,73.3,47.6,66.7,9.3,11.1,10.3,100.0,117.2,112.0,IND,113,1,0,240.0,240.0,39.0,91.0,42.9,17.0,37.0,45.9,13.0,16.0,81.3,12.0,32.0,44.0,25.0,7.0,3.0,12.0,20.0,108.0,,0.551,0.522,0.407,0.176,26.7,82.1,52.4,64.1,7.3,4.8,10.9,100.0,112.0,117.2,WAS,108,0,2022,2022-02-16,True,41.0,63.0,65.07936507936508,22.0,54.0,40.74074074074074,6.0,-8.0,11.300000000000004,-13.0,-17.0,-25.9,19.0,9.0,24.338624338624346,6.0,13.0,-15.799999999999992,-5.0,1.0,-4.0,5.0,2.0,3.0,-1.0,-6.0,5.0
20766,240.0,240.0,43.0,91.0,47.3,14.0,36.0,38.9,17.0,21.0,81.0,12.0,36.0,48.0,27.0,5.0,1.0,18.0,18.0,117.0,,0.584,0.549,0.396,0.231,29.3,81.8,56.5,62.8,5.0,1.9,15.2,100.0,116.5,115.5,DEN,117,0,1,240.0,240.0,45.0,87.0,51.7,10.0,34.0,29.4,16.0,24.0,66.7,8.0,29.0,37.0,26.0,13.0,5.0,10.0,21.0,116.0,,0.595,0.575,0.391,0.276,18.2,70.7,43.5,57.8,12.9,9.1,9.3,100.0,115.5,116.5,GSW,116,1,2022,2022-02-16,True,29.0,55.0,52.72727272727272,35.0,53.0,66.0377358490566,-2.0,4.0,-4.400000000000004,4.0,2.0,9.500000000000004,-6.0,2.0,-13.310463121783878,1.0,-3.0,14.3,4.0,7.0,11.0,1.0,-8.0,-4.0,8.0,-3.0,1.0
20767,240.0,240.0,45.0,87.0,51.7,10.0,34.0,29.4,16.0,24.0,66.7,8.0,29.0,37.0,26.0,13.0,5.0,10.0,21.0,116.0,,0.595,0.575,0.391,0.276,18.2,70.7,43.5,57.8,12.9,9.1,9.3,100.0,115.5,116.5,GSW,116,1,0,240.0,240.0,43.0,91.0,47.3,14.0,36.0,38.9,17.0,21.0,81.0,12.0,36.0,48.0,27.0,5.0,1.0,18.0,18.0,117.0,,0.584,0.549,0.396,0.231,29.3,81.8,56.5,62.8,5.0,1.9,15.2,100.0,116.5,115.5,DEN,117,0,2022,2022-02-16,False,35.0,53.0,66.0377358490566,29.0,55.0,52.72727272727272,2.0,-4.0,4.400000000000004,-4.0,-2.0,-9.500000000000004,6.0,-2.0,13.310463121783878,-1.0,3.0,-14.3,-4.0,-7.0,-11.0,-1.0,8.0,4.0,-8.0,3.0,-1.0
8592,240.0,240.0,42.0,97.0,43.3,13.0,44.0,29.5,24.0,28.0,85.7,13.0,36.0,49.0,23.0,5.0,5.0,16.0,27.0,121.0,,0.553,0.5,0.454,0.289,27.1,83.7,53.8,54.8,4.7,8.1,12.8,100.0,114.0,116.8,HOU,121,0,1,240.0,240.0,44.0,86.0,51.2,7.0,24.0,29.2,29.0,36.0,80.60000000000001,7.0,35.0,42.0,27.0,10.0,7.0,11.0,20.0,124.0,,0.609,0.552,0.279,0.419,16.3,72.9,46.2,61.4,9.4,13.2,9.7,100.0,116.8,114.0,PHO,124,1,2022,2022-02-16,False,29.0,53.0,54.71698113207547,37.0,62.0,59.67741935483871,-2.0,11.0,-7.900000000000001,6.0,20.0,0.3000000000000002,-8.0,-9.0,-4.9604382227632415,-5.0,-8.0,5.099999999999993,6.0,1.0,7.0,-4.0,-5.0,-2.0,5.0,7.0,-3.0
