,2016,2017,2018,2019,2020,2021,2022,2023,2024,all_year
diff_orb,1.740113469501931,1.6210529660769313,1.8249478991244896,1.5996298569779448,1.6490660910050958,1.6163581986058742,1.7781941036512199,1.7469286086291158,1.677028926602932,1.6167221382327837
diff_tov,0.5998109629395584,0.6026020339197758,0.5559666910818065,0.6405950890700135,0.595909376830538,0.6045913839505603,0.5714061408757903,0.5532554414057573,0.5964743081362952,0.6197734864167977
diff_3p%,1.4520369990982078,1.4618893758515392,1.588378738321802,1.5072830493217309,1.6003237251212232,1.587430116964528,1.7304176465441126,1.7111835401885935,1.6520879677918856,1.5188686502853492
diff_2p%,1.9264525063036886,1.7220689298048288,1.9126008877940115,1.617346293414263,1.6501037501503408,1.6422305781690896,1.7896295955055836,1.7307902143544835,1.6748410056398135,1.6579146933901174
diff_ft%,1.1441536259449456,1.099853818918559,1.10778437843215,1.1115159916271364,1.1223929124922696,1.1008336875018276,1.122860783654045,1.128390745133779,1.1056033141853816,1.1079309457777051
diff_fta,1.2342166917478954,1.2108895262792492,1.2265709757671004,1.192739684556165,1.2035993603906492,1.2067130402475426,1.2241686149779232,1.2231443325373117,1.20277120527848,1.2016605880047282
diff_3pa,1.0145215583743563,1.0092986862266866,1.023032109070312,1.003486881445727,0.9904867522406943,1.0105635889078552,0.9948167986135396,1.00502672322908,0.9771715533358071,1.0033004350428005
